-0.143773	-0.246137	-0.158890	0.130576	-0.056735	0.050996	0.004399	0.027641	0.218105	0.139467	0.155004	0.018291	0.159759	-0.146585	-0.156385	-0.086925	-0.135527	0.190853	0.233870	0.053546	-0.217702	0.046301	-0.079802	0.113208	0.196561	-0.230782	-0.139224	0.209636	-0.087815	0.313572	0.043803	0.170323	0.014976	-0.046713	-0.155298	-0.171724	-0.148860	0.037962	0.219259	0.150181	0.092411	-0.167458	-0.246987	0.154146	0.257793	0.096205	-0.166260	0.111385	-0.125854	-0.170387	
-0.050547	-0.034264	0.093992	-0.066861	-0.047777	0.113874	-0.153573	-0.139833	0.008529	0.237394	0.129081	-0.225112	-0.207771	0.117284	-0.162343	-0.110728	-0.027657	0.053715	0.323173	-0.095653	-0.108537	-0.177375	0.151892	-0.094598	0.088439	-0.171509	-0.124092	0.080046	0.077077	0.065590	-0.042141	0.148605	-0.219033	0.080076	-0.162141	-0.195060	-0.061073	0.032103	0.100809	0.184077	0.100613	-0.055966	-0.171615	-0.158296	0.107643	0.007660	-0.137168	0.204803	-0.144840	0.060660	
-0.276822	0.180466	0.163778	-0.120094	0.326441	0.270291	-0.111735	-0.080955	0.086814	0.106391	0.292854	-0.312139	-0.101849	-0.039779	-0.138656	0.209596	-0.223300	0.133183	0.014207	0.295280	-0.053899	-0.286772	0.030091	0.287383	-0.267816	-0.195618	-0.329921	0.247491	-0.071395	-0.210704	0.049364	0.223875	-0.151115	-0.139911	-0.050357	-0.159720	-0.011491	0.221969	0.162195	0.191738	0.088056	-0.095252	-0.216983	0.216409	0.150630	0.243061	-0.121940	0.070455	-0.158429	0.200906	
0.093741	-0.005914	0.073196	-0.038360	-0.089905	0.034965	-0.000913	-0.122029	0.103388	0.106695	0.078456	-0.211691	0.078384	0.120511	-0.107675	-0.046465	-0.158917	0.110948	0.211679	0.064264	-0.210393	-0.228835	0.187482	-0.087780	0.054152	-0.338994	-0.181331	0.232159	0.041740	0.249774	0.111013	0.181893	-0.109627	-0.053935	-0.117588	-0.119892	-0.087501	0.025588	0.215712	0.170591	0.073010	-0.220176	0.095278	0.110406	0.236345	-0.128518	-0.202683	0.217613	-0.110655	0.153176	
0.225657	-0.036892	0.180214	-0.157385	-0.092853	0.182150	-0.105916	0.090996	0.054636	0.198513	0.139123	-0.207233	-0.158620	0.129055	-0.082228	-0.124247	-0.006349	0.215565	0.364006	-0.059758	-0.133148	-0.161824	0.111816	-0.049849	0.087837	-0.188070	0.078755	0.074535	-0.213519	0.062315	-0.058384	0.093948	0.106259	0.050565	-0.063437	0.037518	-0.099788	-0.063412	0.125942	0.190952	0.138387	-0.052885	-0.135622	-0.150409	0.099701	-0.190238	0.114008	0.156212	-0.044802	0.043823	
0.214838	-0.246765	0.172518	-0.130200	-0.154010	0.113431	-0.104903	-0.108479	0.158374	-0.041076	0.252356	0.079113	0.029342	0.109096	-0.128288	0.056381	-0.136696	0.074749	0.251087	0.168238	-0.022208	-0.031856	-0.086104	-0.075014	0.061243	-0.145248	0.073295	-0.076070	0.062193	0.091054	0.017031	-0.071609	-0.126312	-0.088136	-0.017727	-0.192215	-0.106132	-0.111093	0.114233	0.238435	0.116413	-0.117615	-0.162539	-0.124751	0.084369	-0.004576	-0.132694	0.136611	-0.210578	0.048805	
0.219762	-0.202161	0.044544	-0.030353	-0.250058	0.170593	-0.256878	-0.271174	0.057397	0.324459	-0.152996	-0.055197	-0.042866	0.138256	-0.144665	-0.090692	0.094231	0.090485	0.187603	-0.190698	0.016157	-0.159259	-0.032220	-0.244412	0.287388	-0.242774	0.101923	0.036530	-0.073191	0.104145	-0.005717	0.071901	-0.171879	0.177948	-0.041671	-0.074444	-0.169455	0.038151	0.215718	0.013529	-0.236840	-0.239499	-0.248320	-0.176511	0.228513	0.004417	-0.139971	0.032807	0.046810	-0.056864	
0.072620	-0.062060	-0.066810	-0.117542	0.095472	0.062645	-0.077111	0.060743	-0.086898	0.004258	0.051790	0.147578	-0.069040	0.070455	-0.136016	0.049954	-0.124495	-0.082548	0.120785	0.035294	0.109163	-0.069966	0.031185	0.017047	0.003186	-0.121538	-0.027278	0.077098	0.035021	-0.071828	0.047854	-0.055373	-0.003824	-0.082732	0.076105	-0.079545	-0.046241	0.051718	0.015620	0.037989	-0.079290	-0.013483	0.092520	-0.022547	0.059823	-0.031847	-0.006192	0.001414	-0.007148	0.067113	
-0.317254	0.064251	-0.100206	0.367907	0.046882	-0.001547	-0.014381	0.058998	-0.001546	0.013235	0.028715	-0.003421	0.010230	0.019473	-0.336988	0.056206	-0.241876	-0.139394	0.068848	0.168823	-0.007466	0.023633	0.080434	0.021848	0.174980	0.251250	0.040245	-0.061335	-0.049931	-0.039621	0.042218	-0.064866	0.000728	-0.133470	-0.334486	-0.029079	0.046266	0.072119	-0.009380	0.013262	0.005423	-0.005891	0.016690	0.007232	-0.020740	-0.182719	-0.050802	0.005157	-0.089242	0.303364	
-0.286560	-0.289896	0.200138	-0.248301	0.374578	0.342995	-0.244280	-0.261456	0.146546	0.320297	0.412739	-0.302646	-0.329201	0.165341	-0.135795	-0.228065	0.190670	0.323454	0.061743	0.345130	0.095983	-0.284953	0.186622	-0.271098	-0.412134	-0.170150	0.113777	0.149340	-0.095840	0.080298	-0.294635	0.191834	-0.081895	-0.049441	-0.173953	-0.304850	0.235489	-0.119847	0.082272	0.240063	0.340215	0.296917	0.328790	0.144061	-0.354938	-0.103507	-0.298413	-0.130517	-0.325579	-0.197763	
